f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.2,0.6,0.3,0.3,0.3,167,2
0.3,0.6,0.05,0.05,0.05,153,2
0.3,0.6,0.05,0.05,0.1,154,2
0.3,0.6,0.05,0.05,0.15,157,2
0.3,0.6,0.05,0.05,0.2,166,2
0.3,0.6,0.05,0.05,0.25,164,2
0.3,0.6,0.05,0.05,0.3,168,2
0.3,0.6,0.05,0.1,0.05,171,2
0.3,0.6,0.05,0.1,0.1,159,2
0.3,0.6,0.05,0.1,0.15,167,2
0.3,0.6,0.05,0.1,0.2,168,2
0.3,0.6,0.05,0.1,0.25,158,2
0.3,0.6,0.05,0.1,0.3,167,2
0.3,0.6,0.05,0.15,0.05,169,2
0.3,0.6,0.05,0.15,0.1,171,2
0.3,0.6,0.05,0.15,0.15,168,2
0.3,0.6,0.05,0.15,0.2,168,2
0.3,0.6,0.05,0.15,0.25,166,2
0.3,0.6,0.05,0.15,0.3,163,2
0.3,0.6,0.05,0.2,0.05,169,2
0.3,0.6,0.05,0.2,0.1,170,2
0.3,0.6,0.05,0.2,0.15,170,2
0.3,0.6,0.05,0.2,0.2,168,2
0.3,0.6,0.05,0.2,0.25,163,2
0.3,0.6,0.05,0.2,0.3,160,2
0.3,0.6,0.05,0.25,0.05,173,2
0.3,0.6,0.05,0.25,0.1,171,2
0.3,0.6,0.05,0.25,0.15,164,2
0.3,0.6,0.05,0.25,0.2,170,2
0.3,0.6,0.05,0.25,0.25,164,2
0.3,0.6,0.05,0.25,0.3,172,2
0.3,0.6,0.05,0.3,0.05,170,2
0.3,0.6,0.05,0.3,0.1,170,2
0.3,0.6,0.05,0.3,0.15,168,2
0.3,0.6,0.05,0.3,0.2,168,2
0.3,0.6,0.05,0.3,0.25,160,2
0.3,0.6,0.05,0.3,0.3,169,2
0.3,0.6,0.1,0.05,0.05,163,2
0.3,0.6,0.1,0.05,0.1,155,2
0.3,0.6,0.1,0.05,0.15,167,2
0.3,0.6,0.1,0.05,0.2,166,2
0.3,0.6,0.1,0.05,0.25,161,2
0.3,0.6,0.1,0.05,0.3,167,2
0.3,0.6,0.1,0.1,0.05,160,2
0.3,0.6,0.1,0.1,0.1,161,2
0.3,0.6,0.1,0.1,0.15,155,2
0.3,0.6,0.1,0.1,0.2,156,2
0.3,0.6,0.1,0.1,0.25,162,2
0.3,0.6,0.1,0.1,0.3,166,2
0.3,0.6,0.1,0.15,0.05,171,2
0.3,0.6,0.1,0.15,0.1,167,2
0.3,0.6,0.1,0.15,0.15,170,2
0.3,0.6,0.1,0.15,0.2,166,2
0.3,0.6,0.1,0.15,0.25,168,2
0.3,0.6,0.1,0.15,0.3,171,2
0.3,0.6,0.1,0.2,0.05,173,2
0.3,0.6,0.1,0.2,0.1,161,2
0.3,0.6,0.1,0.2,0.15,157,2
0.3,0.6,0.1,0.2,0.2,171,2
0.3,0.6,0.1,0.2,0.25,165,2
0.3,0.6,0.1,0.2,0.3,168,2
0.3,0.6,0.1,0.25,0.05,172,2
0.3,0.6,0.1,0.25,0.1,167,2
0.3,0.6,0.1,0.25,0.15,167,2
0.3,0.6,0.1,0.25,0.2,163,2
0.3,0.6,0.1,0.25,0.25,161,2
0.3,0.6,0.1,0.25,0.3,162,2
0.3,0.6,0.1,0.3,0.05,174,2
0.3,0.6,0.1,0.3,0.1,170,2
0.3,0.6,0.1,0.3,0.15,169,2
0.3,0.6,0.1,0.3,0.2,168,2
0.3,0.6,0.1,0.3,0.25,166,2
0.3,0.6,0.1,0.3,0.3,168,2
0.3,0.6,0.15,0.05,0.05,162,2
0.3,0.6,0.15,0.05,0.1,163,2
0.3,0.6,0.15,0.05,0.15,153,2
0.3,0.6,0.15,0.05,0.2,156,2
0.3,0.6,0.15,0.05,0.25,158,2
0.3,0.6,0.15,0.05,0.3,167,2
0.3,0.6,0.15,0.1,0.05,146,2
0.3,0.6,0.15,0.1,0.1,159,2
0.3,0.6,0.15,0.1,0.15,155,2
0.3,0.6,0.15,0.1,0.2,155,2
0.3,0.6,0.15,0.1,0.25,158,2
0.3,0.6,0.15,0.1,0.3,167,2
0.3,0.6,0.15,0.15,0.05,170,2
0.3,0.6,0.15,0.15,0.1,170,2
0.3,0.6,0.15,0.15,0.15,166,2
0.3,0.6,0.15,0.15,0.2,166,2
0.3,0.6,0.15,0.15,0.25,170,2
0.3,0.6,0.15,0.15,0.3,165,2
0.3,0.6,0.15,0.2,0.05,168,2
0.3,0.6,0.15,0.2,0.1,169,2
0.3,0.6,0.15,0.2,0.15,163,2
0.3,0.6,0.15,0.2,0.2,163,2
0.3,0.6,0.15,0.2,0.25,162,2
0.3,0.6,0.15,0.2,0.3,169,2
0.3,0.6,0.15,0.25,0.05,177,2
0.3,0.6,0.15,0.25,0.1,170,2
0.3,0.6,0.15,0.25,0.15,170,2
0.3,0.6,0.15,0.25,0.2,171,2
0.3,0.6,0.15,0.25,0.25,165,2
0.3,0.6,0.15,0.25,0.3,168,2
0.3,0.6,0.15,0.3,0.05,168,2
0.3,0.6,0.15,0.3,0.1,170,2
0.3,0.6,0.15,0.3,0.15,173,2
0.3,0.6,0.15,0.3,0.2,170,2
0.3,0.6,0.15,0.3,0.25,168,2
0.3,0.6,0.15,0.3,0.3,165,2
0.3,0.6,0.2,0.05,0.05,153,2
0.3,0.6,0.2,0.05,0.1,153,2
0.3,0.6,0.2,0.05,0.15,155,2
0.3,0.6,0.2,0.05,0.2,172,2
0.3,0.6,0.2,0.05,0.25,164,2
0.3,0.6,0.2,0.05,0.3,169,2
0.3,0.6,0.2,0.1,0.05,162,2
0.3,0.6,0.2,0.1,0.1,166,2
0.3,0.6,0.2,0.1,0.15,162,2
0.3,0.6,0.2,0.1,0.2,149,2
0.3,0.6,0.2,0.1,0.25,159,2
0.3,0.6,0.2,0.1,0.3,167,2
0.3,0.6,0.2,0.15,0.05,169,2
0.3,0.6,0.2,0.15,0.1,169,2
0.3,0.6,0.2,0.15,0.15,168,2
0.3,0.6,0.2,0.15,0.2,169,2
0.3,0.6,0.2,0.15,0.25,162,2
0.3,0.6,0.2,0.15,0.3,168,2
0.3,0.6,0.2,0.2,0.05,170,2
0.3,0.6,0.2,0.2,0.1,166,2
0.3,0.6,0.2,0.2,0.15,150,2
0.3,0.6,0.2,0.2,0.2,167,2
0.3,0.6,0.2,0.2,0.25,170,2
0.3,0.6,0.2,0.2,0.3,158,2
0.3,0.6,0.2,0.25,0.05,168,2
0.3,0.6,0.2,0.25,0.1,169,2
0.3,0.6,0.2,0.25,0.15,172,2
0.3,0.6,0.2,0.25,0.2,163,2
0.3,0.6,0.2,0.25,0.25,170,2
0.3,0.6,0.2,0.25,0.3,165,2
0.3,0.6,0.2,0.3,0.05,173,2
0.3,0.6,0.2,0.3,0.1,173,2
0.3,0.6,0.2,0.3,0.15,171,2
0.3,0.6,0.2,0.3,0.2,166,2
0.3,0.6,0.2,0.3,0.25,166,2
0.3,0.6,0.2,0.3,0.3,168,2
0.3,0.6,0.25,0.05,0.05,160,2
0.3,0.6,0.25,0.05,0.1,158,2
0.3,0.6,0.25,0.05,0.15,166,2
0.3,0.6,0.25,0.05,0.2,161,2
0.3,0.6,0.25,0.05,0.25,150,2
0.3,0.6,0.25,0.05,0.3,153,2
0.3,0.6,0.25,0.1,0.05,167,2
0.3,0.6,0.25,0.1,0.1,161,2
0.3,0.6,0.25,0.1,0.15,155,2
0.3,0.6,0.25,0.1,0.2,168,2
0.3,0.6,0.25,0.1,0.25,157,2
0.3,0.6,0.25,0.1,0.3,164,2
0.3,0.6,0.25,0.15,0.05,171,2
0.3,0.6,0.25,0.15,0.1,166,2
0.3,0.6,0.25,0.15,0.15,159,2
0.3,0.6,0.25,0.15,0.2,169,2
0.3,0.6,0.25,0.15,0.25,170,2
0.3,0.6,0.25,0.15,0.3,162,2
0.3,0.6,0.25,0.2,0.05,172,2
0.3,0.6,0.25,0.2,0.1,167,2
0.3,0.6,0.25,0.2,0.15,170,2
0.3,0.6,0.25,0.2,0.2,161,2
0.3,0.6,0.25,0.2,0.25,171,2
0.3,0.6,0.25,0.2,0.3,170,2
0.3,0.6,0.25,0.25,0.05,172,2
0.3,0.6,0.25,0.25,0.1,172,2
0.3,0.6,0.25,0.25,0.15,170,2
0.3,0.6,0.25,0.25,0.2,155,2
0.3,0.6,0.25,0.25,0.25,169,2
0.3,0.6,0.25,0.25,0.3,168,2
0.3,0.6,0.25,0.3,0.05,173,2
0.3,0.6,0.25,0.3,0.1,174,2
0.3,0.6,0.25,0.3,0.15,170,2
0.3,0.6,0.25,0.3,0.2,168,2
0.3,0.6,0.25,0.3,0.25,171,2
0.3,0.6,0.25,0.3,0.3,165,2
0.3,0.6,0.3,0.05,0.05,151,2
0.3,0.6,0.3,0.05,0.1,161,2
0.3,0.6,0.3,0.05,0.15,168,2
0.3,0.6,0.3,0.05,0.2,154,2
0.3,0.6,0.3,0.05,0.25,170,2
0.3,0.6,0.3,0.05,0.3,149,2
0.3,0.6,0.3,0.1,0.05,166,2
0.3,0.6,0.3,0.1,0.1,160,2
0.3,0.6,0.3,0.1,0.15,168,2
0.3,0.6,0.3,0.1,0.2,168,2
0.3,0.6,0.3,0.1,0.25,169,2
0.3,0.6,0.3,0.1,0.3,160,2
0.3,0.6,0.3,0.15,0.05,165,2
0.3,0.6,0.3,0.15,0.1,170,2
0.3,0.6,0.3,0.15,0.15,170,2
0.3,0.6,0.3,0.15,0.2,169,2
0.3,0.6,0.3,0.15,0.25,164,2
0.3,0.6,0.3,0.15,0.3,167,2
0.3,0.6,0.3,0.2,0.05,168,2
0.3,0.6,0.3,0.2,0.1,171,2
0.3,0.6,0.3,0.2,0.15,170,2
0.3,0.6,0.3,0.2,0.2,170,2
0.3,0.6,0.3,0.2,0.25,167,2
0.3,0.6,0.3,0.2,0.3,170,2
0.3,0.6,0.3,0.25,0.05,172,2
0.3,0.6,0.3,0.25,0.1,170,2
0.3,0.6,0.3,0.25,0.15,169,2
0.3,0.6,0.3,0.25,0.2,171,2
0.3,0.6,0.3,0.25,0.25,166,2
0.3,0.6,0.3,0.25,0.3,171,2
0.3,0.6,0.3,0.3,0.05,173,2
0.3,0.6,0.3,0.3,0.1,171,2
0.3,0.6,0.3,0.3,0.15,170,2
0.3,0.6,0.3,0.3,0.2,171,2
0.3,0.6,0.3,0.3,0.25,169,2
0.3,0.6,0.3,0.3,0.3,175,2
0.1,0.6,0.05,0.05,0.05,123,3
0.1,0.6,0.05,0.05,0.1,130,3
0.1,0.6,0.05,0.05,0.15,139,3
0.1,0.6,0.05,0.05,0.2,131,3
0.1,0.6,0.05,0.05,0.25,96,3
0.1,0.6,0.05,0.05,0.3,144,3
0.1,0.6,0.05,0.1,0.05,118,3
0.1,0.6,0.05,0.1,0.1,125,3
0.1,0.6,0.05,0.1,0.15,139,3
0.1,0.6,0.05,0.1,0.2,118,3
0.1,0.6,0.05,0.1,0.25,150,3
0.1,0.6,0.05,0.1,0.3,149,3
0.1,0.6,0.05,0.15,0.05,135,3
0.1,0.6,0.05,0.15,0.1,148,3
0.1,0.6,0.05,0.15,0.15,82,3
0.1,0.6,0.05,0.15,0.2,138,3
0.1,0.6,0.05,0.15,0.25,129,3
0.1,0.6,0.05,0.15,0.3,116,3
0.1,0.6,0.05,0.2,0.05,64,3
0.1,0.6,0.05,0.2,0.1,0,3
0.1,0.6,0.05,0.2,0.15,39,3
0.1,0.6,0.05,0.2,0.2,126,3
0.1,0.6,0.05,0.2,0.25,48,3
0.1,0.6,0.05,0.2,0.3,113,3
0.1,0.6,0.05,0.25,0.05,0,3
0.1,0.6,0.05,0.25,0.1,142,3
0.1,0.6,0.05,0.25,0.15,151,3
0.1,0.6,0.05,0.25,0.2,0,3
0.1,0.6,0.05,0.25,0.25,87,3
0.1,0.6,0.05,0.25,0.3,132,3
0.1,0.6,0.05,0.3,0.05,138,3
0.1,0.6,0.05,0.3,0.1,99,3
0.1,0.6,0.05,0.3,0.15,109,3
0.1,0.6,0.05,0.3,0.2,138,3
0.1,0.6,0.05,0.3,0.25,146,3
0.1,0.6,0.05,0.3,0.3,0,3
0.1,0.6,0.1,0.05,0.05,150,3
0.1,0.6,0.1,0.05,0.1,133,3
0.1,0.6,0.1,0.05,0.15,144,3
0.1,0.6,0.1,0.05,0.2,133,3
0.1,0.6,0.1,0.05,0.25,134,3
0.1,0.6,0.1,0.05,0.3,122,3
0.1,0.6,0.1,0.1,0.05,118,3
0.1,0.6,0.1,0.1,0.1,130,3
0.1,0.6,0.1,0.1,0.15,131,3
0.1,0.6,0.1,0.1,0.2,119,3
0.1,0.6,0.1,0.1,0.25,126,3
0.1,0.6,0.1,0.1,0.3,148,3
0.1,0.6,0.1,0.15,0.05,135,3
0.1,0.6,0.1,0.15,0.1,137,3
0.1,0.6,0.1,0.15,0.15,147,3
0.1,0.6,0.1,0.15,0.2,104,3
0.1,0.6,0.1,0.15,0.25,143,3
0.1,0.6,0.1,0.15,0.3,144,3
0.1,0.6,0.1,0.2,0.05,0,3
0.1,0.6,0.1,0.2,0.1,0,3
0.1,0.6,0.1,0.2,0.15,0,3
0.1,0.6,0.1,0.2,0.2,93,3
0.1,0.6,0.1,0.2,0.25,134,3
0.1,0.6,0.1,0.2,0.3,136,3
0.1,0.6,0.1,0.25,0.05,78,3
0.1,0.6,0.1,0.25,0.1,140,3
0.1,0.6,0.1,0.25,0.15,134,3
0.1,0.6,0.1,0.25,0.2,114,3
0.1,0.6,0.1,0.25,0.25,136,3
0.1,0.6,0.1,0.25,0.3,0,3
0.1,0.6,0.1,0.3,0.05,140,3
0.1,0.6,0.1,0.3,0.1,133,3
0.1,0.6,0.1,0.3,0.15,117,3
0.1,0.6,0.1,0.3,0.2,137,3
0.1,0.6,0.1,0.3,0.25,130,3
0.1,0.6,0.1,0.3,0.3,130,3
0.1,0.6,0.15,0.05,0.05,148,3
0.1,0.6,0.15,0.05,0.1,125,3
0.1,0.6,0.15,0.05,0.15,148,3
0.1,0.6,0.15,0.05,0.2,141,3
0.1,0.6,0.15,0.05,0.25,145,3
0.1,0.6,0.15,0.05,0.3,142,3
0.1,0.6,0.15,0.1,0.05,118,3
0.1,0.6,0.15,0.1,0.1,124,3
0.1,0.6,0.15,0.1,0.15,95,3
0.1,0.6,0.15,0.1,0.2,134,3
0.1,0.6,0.15,0.1,0.25,124,3
0.1,0.6,0.15,0.1,0.3,149,3
0.1,0.6,0.15,0.15,0.05,120,3
0.1,0.6,0.15,0.15,0.1,140,3
0.1,0.6,0.15,0.15,0.15,125,3
0.1,0.6,0.15,0.15,0.2,138,3
0.1,0.6,0.15,0.15,0.25,130,3
0.1,0.6,0.15,0.15,0.3,108,3
0.1,0.6,0.15,0.2,0.05,0,3
0.1,0.6,0.15,0.2,0.1,132,3
0.1,0.6,0.15,0.2,0.15,132,3
0.1,0.6,0.15,0.2,0.2,0,3
0.1,0.6,0.15,0.2,0.25,96,3
0.1,0.6,0.15,0.2,0.3,129,3
0.1,0.6,0.15,0.25,0.05,128,3
0.1,0.6,0.15,0.25,0.1,0,3
0.1,0.6,0.15,0.25,0.15,76,3
0.1,0.6,0.15,0.25,0.2,136,3
0.1,0.6,0.15,0.25,0.25,145,3
0.1,0.6,0.15,0.25,0.3,0,3
0.1,0.6,0.15,0.3,0.05,148,3
0.1,0.6,0.15,0.3,0.1,136,3
0.1,0.6,0.15,0.3,0.15,64,3
0.1,0.6,0.15,0.3,0.2,125,3
0.1,0.6,0.15,0.3,0.25,139,3
0.1,0.6,0.15,0.3,0.3,113,3
0.1,0.6,0.2,0.05,0.05,142,3
0.1,0.6,0.2,0.05,0.1,154,3
0.1,0.6,0.2,0.05,0.15,121,3
0.1,0.6,0.2,0.05,0.2,124,3
0.1,0.6,0.2,0.05,0.25,125,3
0.1,0.6,0.2,0.05,0.3,122,3
0.1,0.6,0.2,0.1,0.05,135,3
0.1,0.6,0.2,0.1,0.1,130,3
0.1,0.6,0.2,0.1,0.15,110,3
0.1,0.6,0.2,0.1,0.2,74,3
0.1,0.6,0.2,0.1,0.25,147,3
0.1,0.6,0.2,0.1,0.3,124,3
0.1,0.6,0.2,0.15,0.05,105,3
0.1,0.6,0.2,0.15,0.1,147,3
0.1,0.6,0.2,0.15,0.15,139,3
0.1,0.6,0.2,0.15,0.2,59,3
0.1,0.6,0.2,0.15,0.25,143,3
0.1,0.6,0.2,0.15,0.3,93,3
0.1,0.6,0.2,0.2,0.05,0,3
0.1,0.6,0.2,0.2,0.1,94,3
0.1,0.6,0.2,0.2,0.15,0,3
0.1,0.6,0.2,0.2,0.2,0,3
0.1,0.6,0.2,0.2,0.25,7,3
0.1,0.6,0.2,0.2,0.3,93,3
0.1,0.6,0.2,0.25,0.05,124,3
0.1,0.6,0.2,0.25,0.1,0,3
0.1,0.6,0.2,0.25,0.15,19,3
0.1,0.6,0.2,0.25,0.2,120,3
0.1,0.6,0.2,0.25,0.25,135,3
0.1,0.6,0.2,0.25,0.3,141,3
0.1,0.6,0.2,0.3,0.05,149,3
0.1,0.6,0.2,0.3,0.1,133,3
0.1,0.6,0.2,0.3,0.15,137,3
0.1,0.6,0.2,0.3,0.2,70,3
0.1,0.6,0.2,0.3,0.25,71,3
0.1,0.6,0.2,0.3,0.3,139,3
0.1,0.6,0.25,0.05,0.05,144,3
0.1,0.6,0.25,0.05,0.1,146,3
0.1,0.6,0.25,0.05,0.15,139,3
0.1,0.6,0.25,0.05,0.2,153,3
0.1,0.6,0.25,0.05,0.25,154,3
0.1,0.6,0.25,0.05,0.3,124,3
0.1,0.6,0.25,0.1,0.05,120,3
0.1,0.6,0.25,0.1,0.1,119,3
0.1,0.6,0.25,0.1,0.15,123,3
0.1,0.6,0.25,0.1,0.2,133,3
0.1,0.6,0.25,0.1,0.25,123,3
0.1,0.6,0.25,0.1,0.3,135,3
0.1,0.6,0.25,0.15,0.05,109,3
0.1,0.6,0.25,0.15,0.1,104,3
0.1,0.6,0.25,0.15,0.15,51,3
0.1,0.6,0.25,0.15,0.2,131,3
0.1,0.6,0.25,0.15,0.25,121,3
0.1,0.6,0.25,0.15,0.3,64,3
0.1,0.6,0.25,0.2,0.05,0,3
0.1,0.6,0.25,0.2,0.1,62,3
0.1,0.6,0.25,0.2,0.15,116,3
0.1,0.6,0.25,0.2,0.2,135,3
0.1,0.6,0.25,0.2,0.25,0,3
0.1,0.6,0.25,0.2,0.3,12,3
0.1,0.6,0.25,0.25,0.05,45,3
0.1,0.6,0.25,0.25,0.1,0,3
0.1,0.6,0.25,0.25,0.15,1,3
0.1,0.6,0.25,0.25,0.2,66,3
0.1,0.6,0.25,0.25,0.25,147,3
0.1,0.6,0.25,0.25,0.3,132,3
0.1,0.6,0.25,0.3,0.05,156,3
0.1,0.6,0.25,0.3,0.1,147,3
0.1,0.6,0.25,0.3,0.15,136,3
0.1,0.6,0.25,0.3,0.2,145,3
0.1,0.6,0.25,0.3,0.25,138,3
0.1,0.6,0.25,0.3,0.3,72,3
0.1,0.6,0.3,0.05,0.05,57,3
0.1,0.6,0.3,0.05,0.1,149,3
0.1,0.6,0.3,0.05,0.15,122,3
0.1,0.6,0.3,0.05,0.2,125,3
0.1,0.6,0.3,0.05,0.25,148,3
0.1,0.6,0.3,0.05,0.3,143,3
0.1,0.6,0.3,0.1,0.05,130,3
0.1,0.6,0.3,0.1,0.1,132,3
0.1,0.6,0.3,0.1,0.15,113,3
0.1,0.6,0.3,0.1,0.2,151,3
0.1,0.6,0.3,0.1,0.25,113,3
0.1,0.6,0.3,0.1,0.3,120,3
0.1,0.6,0.3,0.15,0.05,98,3
0.1,0.6,0.3,0.15,0.1,113,3
0.1,0.6,0.3,0.15,0.15,129,3
0.1,0.6,0.3,0.15,0.2,107,3
0.1,0.6,0.3,0.15,0.25,93,3
0.1,0.6,0.3,0.15,0.3,127,3
0.1,0.6,0.3,0.2,0.05,0,3
0.1,0.6,0.3,0.2,0.1,0,3
0.1,0.6,0.3,0.2,0.15,117,3
0.1,0.6,0.3,0.2,0.2,111,3
0.1,0.6,0.3,0.2,0.25,139,3
0.1,0.6,0.3,0.2,0.3,0,3
0.1,0.6,0.3,0.25,0.05,70,3
0.1,0.6,0.3,0.25,0.1,0,3
0.1,0.6,0.3,0.25,0.15,0,3
0.1,0.6,0.3,0.25,0.2,41,3
0.1,0.6,0.3,0.25,0.25,121,3
0.1,0.6,0.3,0.25,0.3,129,3
0.1,0.6,0.3,0.3,0.05,152,3
0.1,0.6,0.3,0.3,0.1,144,3
0.1,0.6,0.3,0.3,0.15,147,3
0.1,0.6,0.3,0.3,0.2,137,3
0.1,0.6,0.3,0.3,0.25,25,3
0.1,0.6,0.3,0.3,0.3,27,3
